"title","id","year"
" Modelling emergence processes in human and social sciences","6956726108940457096",NA,theory
"Les modèles agent en géographie urbaine","1254709949358476025",2006,theory
" Towards a model of urban evolution—part i: context","597554538947479130",2022,theory
" Le Déploiement Spatial du Numérique: Temps Long et Effets Nationaux. ÉTude Comparative des Espaces Industrialo-urbains dans L'espace Transfrontalier …","941742594152750922",2024,empirical
" Growing models from the bottom up. An evaluation-based incremental modelling method (EBIMM) applied to the simulation of systems of cities","15445287396704063108",2015,method
" Attractivité touristique et «sens» géo-anthropologique des territoires","15905501940507815127",2007,theory
"OpenMOLE, a workflow engine specifically tailored for the distributed exploration of simulation models","11665166017377686868",2013,tool
"Alternative explanations of hierarchical differentiation in urban systems","5665898058354109834",2006,theory
" Dinâmica e padrões espaciais de segregação residencial: análise do caso de Marília/SP entre 2000 e 2010 através de índices de segregação e …","13447301188548518407",NA,empirical
"Space and complexities of territorial systems","7577173353912029189",2019,theory
" Understanding vertical urban development by incorporating housing preference: the case in Brisbane, Australia","5486630497295175361",2023,empirical
"An agent-based approach for urban encroachment on cropland dynamic model and simulation","717498959850827776",2014,model
"The transparency, reliability and utility of tropical rainforest land‐use and land‐cover change models","95511792908980760",2014,theory
"La transformation socio-morphologique de la ville dans les processus de métropolisation: l'exemple d'Alep depuis sa fondation jusqu'en 2011","9927435117025600007",2016,empirical
"Budżetowe konsekwencje żywiołowego rozprzestrzeniania się miast dla samorządów gminnych","1133908592515323395",2019,NA
" 多主体系统理论在鄱阳湖区土地利用时空变化过程研究中的应用","18345370728602313802",NA,NA
" Objets géographiques et processus de changement: approches spatio-temporelles","11048332309244664407",2014,theory
" Les forces centrifuges de la mobilité facilitée, le système des quotidiennetés urbaines et la recomposition des espaces urbains","12860597332522766812",2004,theory
"trame nello spazio","9382892530934371612",2015,theory
" 城市化的深层结构探讨","11924795419546563336",NA,NA
"Le développement des entreprises et des territoires en ville moyenne analysé au prisme des réseaux: le cas de la Bretagne Sud","5909705836446894683",2015,empirical
"Patterns multi-niveaux pour les SMA","13380839227344472050",2015,method
"Dynamics of landscape patterns in an inland river delta of Central Asia based on a cellular automata-Markov model","1104695578494736328",2015,model
"Effects of heterogeneity in residential preferences on an agent-based model of urban sprawl","12509024152498287097",2006,method
"Las pequeñas ciudades en la urbanización generalizada y ante la crisis global","3995834660282477090",2009,theory
"Challenges and perspectives in Geosimulation","12540914592138193430",2011,theory
" A Homogeneity-based Zone Delineation Model for Land Use and Transportation Interaction Analysis: Investigating the Case of Light Rail Transit (LRT) …","7815696366325859276",2021,model
"Space in agent-based models","4530681341714436109",2011,theory
"Land change modeling: Status and challenges","4328411059113550294",2015,theory
" 农户土地利用决策行为的多智能体模拟方法","9792463174900326836",2013,NA
" Implementing a complex social simulation of the violent offending process: The promise of a synthetic offender","10626576098210878051",2016,model
"L'Europe centrale et orientale au sein des réseaux mondialisés de l'économie-monde: quelle intégration interne?","15119616863439740096",2020,empirical
" Urban complexity and planning: Theories and computer simulations","12253220337595168456",2016,theory
"Les territoires périurbains et leur développement dans le monde: un monde en voie d'urbanisation et de périurbanisation","16967308713901823375",2015,theory
"Geographical information science: agent-based models","11902580184122976699",2008,theory
"Dynamic geospatial modelling and simulation of predominantly informal cities: an integrated agent-based and cellular automata model of urban growth","17111642642287134524",2020,model
" The effects of inequality, density, and heterogeneous residential preferences on urban displacement and metropolitan structure: An agent-based model","4674918641375500627",2018,model
"Exploring land use policy scenarios with the use of a cellular automata-based model: urban sprawl containment and sustainable development in Thessaloniki","7363959358079990794",2015,model
"Design patterns for environments in multi-agent simulations","15645728453016385911",2015,method
" Modeling major rural land-use changes using the GIS-based cellular automata metronamica model: The case of Andalusia (Southern Spain)","8219037200490481265",2020,model
" The semantics of GeoComputation","8483292455152624662",2000,theory
"Les grands témoins: Denise Pumain et Patrice Langlois: 12 mars 2007, Institut de géographie, rue Saint-Jacques, Paris","11093988040271791365",2014,theory
"A co-simulation approach to study the impact of gravity collective irrigation constraints on plant dynamics in Southern France","13513368248824530553",2022,model
"Network cities: A complexity-network approach to urban dynamics and development","17159531011909588746",2010,empirical
"Modeling dynamic urban land-use change with geographical cellular automata and generalized pattern search-optimized rules","2080975454058874626",2017,model
" Stadt-und industrieentwicklung in europäischen gebirgsräumen","2749748954912214117",2006,empirical
"Complex Adaptive Systems and Urban Morphogenesis: Analyzing and designing urban fabric informed by CAS dynamics","4338316498158009101",2018,model
" La mesure de l'urbanisation aux Etats-Unis, des premiers comptoirs coloniaux aux Metropolitan Areas (1790-2000)","4795716712207596441",2008,empirical
" A planner's encounter with complexity","1625170761871648309",2016,theory
"Simulating urban expansion in the parcel level for all Chinese cities","3022289645648283096",2014,model
" Looking forward: remote sensing as dataware for human settlement simulation","3599653525149805433",2004,theory
" Ten traps for non-representational theory in human geography","15426713547497978045",2024,theory
" Intégration des villes par les réseaux des firmes multinationales: le cas du secteur agroalimentaire en Méditerranée","7240227338416927816",2012,empirical
"Neighborhood interaction in urban land-use changes using cellular automata-based geo-simulation","3029804695353393414",2012,model
"Night on Earth: Mapping decadal changes of anthropogenic night light in Asia","8496073711774277333",2013,empirical
"Let's talk objects: generic methodology for urban high-resolution simulation","6973909616445712311",2005,method
"Cellular Automata in Urban Modelling","6976880439938240569",2025,theory
"Mapping places and people in a settler society: From discrepancy to good fit over one century of South African censuses","10312891219967318235",2012,empirical
"Introducing landscape accuracy metric for spatial performance evaluation of land use/land cover change models","11589500839363770750",2017,method
" The Brazilian Urban System: the trajectories of Brazilian cities between general dynamics and specific peculiarities","8976233563704048759",2015,empirical
"Artificial intelligence solutions for urban land dynamics: a review","6520826099716677569",2010,theory
"L'usage des modèles pour l'aménagement","3375154559965833987",2024,theory
"Spatially explicit simulation of land use/land cover changes: Current coverage and future prospects","621163161495318067",2019,theory
"Regimes of evidence in complexity sciences","7251116947803726919",2021,theory
" Modélisation des activités aquacoles en zone côtière","7411173924600007314",2006,model
"Numerical modelling spatial patterns of urban growth in Chandigarh and surrounding region (India) using multi-agent systems","10774291141720377994",2015,model
"Modélisation spatiale des changements dans les milieux humides ouverts par automate cellulaire: étude de cas sur la région administrative de l'Abitibi …","11947313622104751444",2018,model
" Factors driving land use and related ecosystem services in mountain human-environment systems across scales","10696861215374891790",2019,empirical
"Revisiting urban hierarchy and specialization from a maritime perspective","2192479758122015425",2020,theory
" Spatio-temporal analysis and optimization of land use/cover change: Shenzhen as a case study","11187302863516652332",2017,empirical
"Cities as they could be: Artificial life and urban systems","17468874347017794032",2020,theory
" Analyzing Urban Public Policies of the City of Ensenada in Mexico Using an Attractive Land Footprint Agent-Based Model","10267875150264201787",2021,model
"Models of transportation and land use change: A guide to the territory","5191349362201911636",2008,theory
"Modelling Urban Sprawl Dynamics for Vadodara Urban Region Integrating Cellular Automata & GIS","18390940789599077784",2017,model
" Geospatial scenario based modelling of urban revolution in five major cities in India","10172844911819283619",NA,model
" Urban growth in Latin American cities","6447811961103643243",2004,empirical
"Land use–transport interaction modeling: A review of the literature and future research directions","4649414176704982030",2015,theory
"Villes et systèmes de villes dans l'économie","14765726098773142739",2006,theory
"Dynamique des entités géographiques et lois d'échelle dans les systèmes complexes: la question de l'ergodicité","12980666601206576201",2010,theory
"Pour une théorie évolutive des villes","14847187873972448317",1997,theory
" Formalisation des interactions spatiales dans les modèles multi-agents: essai d'analyse comparative","17831698207302321011",2015,theory
"Analogies between urban hierarchies and river networks: Fractals, symmetry, and self-organized criticality","4427328341773253207",2009,theory
"Ce que la résilience n'est pas, ce qu'on veut lui faire dire","12927029597879704621",2011,theory
"Conditions of actions in complex social–spatial systems","11063723263812436417",2020,theory
" Multi-level agent-based modeling-bibliography","2041408106372743026",2012,theory
"Simulating the urban growth dimensions and scenario prediction through sleuth model: A case study of Rasht County, Guilan, Iran","3703606779399203799",2014,model
"Simulating land use change in urban renewal areas: A case study in Hong Kong","4792214349727396568",2015,model
"Trajectoires démographiques et décroissance urbaine: une typologie des agglomérations françaises à partir d'une base de données harmonisées (1962-2017)","680491893446084108",2021,empirical
"Structuration et dynamique spatiales des villes de ouidah et de Grand-Popo sur le littoral beninois: Enjeux environnementaux et perspectives","2910375819938989059",2019,empirical
"Simulating knowledge sharing in spatial planning: an agent-based approach","10372920710996848570",2009,model
"Coupling simulation and optimization to solve planning problems in a fast-developing area","14205547251618047642",2011,model
" Cellular automata","5278207418927589057",2017,theory
" The Geographic Automata Tool: A New General-Purpose Geosimulation Extension for ArcGIS Pro","2634202228268018720",2024,tool
"Multi-scale modelling for simulating marine activities under heterogeneous environmental constraints","12448785928098443445",2015,model
"Agent-based modeling and complexity","15739874925276407888",2011,theory
"Geografia artificiale, geni e mutuo appoggio","13437827895081248237",2019,theory
" Semi-automated calibration of a cellular automata model to simulate land-use changes in the Calgary region","11844627019570512",2008,model
"High-Resolution Geographic Data and Urban Modeling: The Case of Residential Segregation","5171202950495403401",2010,theory
"A hidden Markov model for matching spatial networks","15123869704270642549",2019,model
" Littoralisation de la Façade Nord-Méditerranéenne: Analyse Spatiale et Prospective dans le contexte du Changement Climatique","8335533761729477215",NA,empirical
"Spatial analysis of cities using Renyi entropy and fractal parameters","16542899175506578723",2017,empirical
"An activity-based cellular automaton model to simulate land-use dynamics","4054868862553008618",2012,model
"Second-order control of complex systems with correlated synthetic data","16669288847969938112",2019,method
"Spatialization von nutzergenerierten Inhalten für die explorative Analyse des globalen Städtenetzes","13961507925999138062",2012,method
"Acentralité spatiale: de la centralité théorique au projet territorial","9526239179785804922",2008,theory
"Simulating urban land-use changes at a large scale by integrating dynamic land parcel subdivision and vector-based cellular automata","11316268363743034744",2017,model
"Agent‐based modeling in ecological economics","8927998496509190150",2010,theory
"Modelling and assessing linkages between urban growth and road network for Southeast Asian cities","9986907601256264358",2020,model
" The connected city: How networks are shaping the modern metropolis","4157289472744504549",2012,theory
"Dynamic landscape modelling: the quest for a unifying theory","4549271521656662300",2014,theory
" Integrating modelling approaches for understanding telecoupling: Global food trade and local land use","9069381293631124312",2017,model
"Choix de localisation des entreprises et périurbanisation des emplois","17446042328543032793",2004,empirical
" Urban sprawl: is there a French case?","12907483831301812928",2004,empirical
"On the consistency of urban cellular automata models based on hexagonal and square cells","12406387830060140458",2021,method
"Miesto konkurencingumo veiksniai","7901995707348238699",2008,NA
"The Future of Central European Cities–Optimization of a Cellular Automaton for the Spatially Explicit Prediction","218126109292790778",2016,model
"Об эвристической природе моделей эволюционного городского развития","9728632351060948860",2018,NA
"A hybrid network/grid model of urban morphogenesis and optimization","3559635412259202692",2016,model
" DEVELOPMENT AND APPLICATION OF A SIMULATED","12166637642653851332",2011,model
"Simulation as narrative: contingency, dialogics, and the modeling conundrum","8331151994302487619",2014,theory
"A multiscale model of urban morphogenesis","12740427931469249733",2021,model
" From theory to modelling: urban systems as complex systems","11560201488980627559",2006,theory
" La géographie structurale","10585910883984846331",2000,theory
" Validation spatiale de deux modèles de simulation: l'exemple des plantations industrielles au Chili","15823513342291472863",2013,method
"Potential of urban land use by autonomous vehicles: Analyzing land use potential in Seoul capital area of Korea","356961546110086406",2019,empirical
"Evolving optimal spatial allocation policies for complex and uncertain environments","12107359919532189525",2013,model
"Les temps de transport pour délimiter des aires urbaines fonctionnelles?. Une investigation critique à partir de trois métropoles européennes","9274292254081131003",2016,empirical
" Individuals' cultural code and residential self-organization in the city space","17203869444718539747",1997,empirical
" Une approche pour supporter l'analyse qualitative des suites d'actions dans un environnement géographique virtuel et dynamique","1947217601039129726",2009,method
"Indicators for self-organization potential in urban context","3607329712919713048",2015,method
"Why simulate cities?","14525797899041834525",2014,theory
"Modélisation de l'interaction transport-urbanisme: choix résidentiels des ménages dans l'aire urbaine de Lyon","5605752058287937946",2009,model
" Application of geo-spatial techniques and cellular automata for modelling urban growth of a heterogeneous urban fringe","11518468877020202608",2017,model
" Following the population of European urban areas in the last half century (1961-2011): the TRADEVE database","5396245871250533917",2019,data
"Navigation Bar","729218028667754604",NA,NA
" 当代城市化机理模型研究的比较与融合","16502104647556080837",NA,NA
"MetaZipf.(Re) producing knowledge about city size distributions","4666332923344777654",2016,empirical
"Criação de cenários de expansão urbana com recurso a autómatos celulares no apoio ao planeamento e gestão territorial: Cabeceiras de Basto (Norte de Portugal)","9823350211246484984",2010,model
" A study on the strength and limitation of agent based urban models","11324818861206092456",2012,theory
"Spatiotemporal analysis of urban growth, sprawl and structure","7649085334341228883",2013,empirical
"Five anticipation communities in complex systems sciences: Complexity science and its visions of the future","8912831826520120243",2020,theory
" Toward integration of Bayesian networks with geographic information systems and complex systems theory for urban land use change modelling","15661032921949366410",2008,method
" Mappae mundi: humans and their habitats in a long-term socio-ecological perspective: myths, maps and models","1821880388784717406",2002,theory
"Urban metabolism and land use modeling for urban designers and planners: a land use model for the integrated urban metabolism analysis tool","1232585985956465685",2016,model
" 土地变化模型方法综述","3170338945948855821",NA,NA
" Beyond objects in space-time: Towards a movement analysis framework with 'How'and 'Why'elements","2576007827948292666",2021,theory
"Modeling growth of urban firm networks","16737222682759624057",2020,model
"Scaling laws in urban geography. Linkages with urban theories, challenges and limitations","12204311509202957621",2020,theory
"A spatial allocation procedure to model land-use/land-cover changes: Accounting for occurrence and spread processes","6594753886313694001",2017,model
"Les métropoles sont-elles les villes les plus performantes?","6411265895669449153",2022,empirical
"Spatiotemporal monitoring of coastal urbanization dynamics: Case study of Algiers' Bay, Algeria","1437985747897530797",2019,empirical
" Géographie fractale: fractals auto-similaire et auto-affine","12993622570197321935",2011,theory
" Mapping and modelling multifunctional landscapes","16731487852352341396",2010,theory
"Le modèle des ceintures limitrophes (fringe belts): une application aux villes françaises","4143859296596407222",2005,empirical
"Spatial simulation: a spatial perspective on individual-based ecology—a review","13984401746719239525",2017,theory
"Theory, data, and methods: A review of models of land-use change","7688137310339515030",2019,theory
"From spatially explicit to multiagents simulation of urban dynamic","1649723100309533605",2007,theory
"A model for simulating emergent patterns of cities and roads on real-world landscapes","11306651042951978656",2022,model
"Reproducible large-scale neuroimaging studies with the openmole workflow management system","18248814012294141264",2017,tool
"Scenario-based urban growth allocation in a rapidly developing area: a modeling approach for sustainability analysis of an urban-coastal coupled system","3536532260808302791",2017,model
" En vue de l'obtention du","8360666111794326214",2023,NA
"Transports collectifs et initiative individuelle. Approche des transports collectifs artisanaux par l'auto-organisation et les systèmes multi-agents.","9353480344847053219",2018,theory
"Dilemmas of modelling and decision-making in environmental research","13763936030271556196",2018,theory
"Evolution of urban systems: a physical approach","9335599844617880174",2017,theory
"Omnipresent sprawl? A review of urban simulation models with respect to urban shrinkage","6539750831376881321",2010,theory
"The simulation stage in LUCC modeling","4317952267348427198",2017,method
"Villes, société et action publique en Amérique latine. Etude de géographie comparée (Colombie, Argentine, Mexique)","9924299319438967743",2002,empirical
" Spatial simulation modeling of settlement distribution driven by random forest: consideration of landscape visibility","4422004924321258713",2020,model
"Access to Destinations: Monitoring Land Use Activity Changes in the Twin Cities Metropolitan Region","16583761060206614757",2008,empirical
"A travel time-based variable grid approach for an activity-based cellular automata model","1900401248973108355",2015,model
"Using a role-playing game to inform the development of land-use models for the study of a complex socio-ecological system","3620683052771247622",2010,method
"A new framework for urban sustainability assessments: Linking complexity, information and policy","3848998071771370236",2008,theory
"Espace et complexités des systèmes territoriaux","1440436705973624992",2019,theory
" Cities in Multi-scale and Multi-dimensional Processes of Globalization","408471375779754030",NA,theory
"Complex systems interplay: cities and institutions","3305469315789489919",2025,theory
"New directions for urban economic models of land use change: incorporating spatial dynamics and heterogeneity","16031735760275167609",2010,theory
"Approches multiplexes des systèmes de villes dans les réseaux d'entreprises multinationales","16034000642889289639",2015,theory
"Urban land allocation model of territorial expansion by urban planners and housing developers","7302569349181803613",2017,model
"A multi-scalar model for system of cities","1837910509099799343",2019,model
" Regional science: Economy and geography in France and French‐speaking countries","11162948378627538474",2020,theory
"Spatiotemporal heterogeneity of urban planning implementation effectiveness: Evidence from five urban master plans of Beijing","10357216934824393352",2012,empirical
" Agent-based land change modeling of a large watershed: space-time locations of critical threshold","2651557953799337210",2020,model
"Co-construire Modèles, Etudes Empiriques et Théories en Géographie Théorique et Quantitative: le cas des Interactions entre Réseaux et Territoires","4800702246961214455",2017,theory
"An agent-based model of agricultural innovation, land-cover change and household inequality: The transition from swidden cultivation to rubber plantations in Laos …","6597827294385578004",2011,model
"Urban growth simulations in a medium-sized city of Mangaluru, India, through CA-based SLEUTH urban growth model","2958025554739353181",2023,model
"ASSURE: a model for the simulation of urban expansion and intra-urban social segregation","14020114733622624079",2016,model
"Modelling urban growth: Towards an agent based microeconomic approach to urban dynamics and spatial policy simulation","15663163245860025736",2012,theory
"Simultaneously simulate vertical and horizontal expansions of a future urban landscape: A case study in Wuhan, Central China","8052514531130782217",2017,model
"Simulación del crecimiento urbano con AMEBA: Modelo Basado en Agentes para la ocupación residencial","14906872833198971652",2020,model
"Modeling urban spatial expansion considering population migration interaction in Ezhou, central China","7219262585606268401",2019,model
"Forecasting urban expansion of Vadodara City, Gujarat (India): An integrated modeling approach with spatial, economic and demographical parameters","9750051871386151023",2024,model
" Action, property and beauty: Planning with and for emergent urban complexity","13117475480496643024",2024,theory
"Agent-based land-use models: a review of applications","652063192790900003",2007,theory
"Introduction. Urban networks and network theory: the city as the connector of multiple networks","506550792123805934",2010,theory
" Geografia e Complexidade: das diferenciações de áreas à Nova Cognição do Sistema Terra-Mundo","16398494089670430856",2010,theory
" Urban Growth in Latin American Cities-Exploring urban dynamics through agent-based simulation","3844705181434274998",2004,model
"Land Cover Change Simulation Based on Cellular Automata Using Artificial Neural Network Model Transition in Kedungkandang District, Malang City","15187283752565287305",2022,model
" 基于多智能体的就业与居住空间演化多情景模拟--快速工业化区域研究","6199924048906665891",NA,NA
" Short-term forecasting of land use change using recurrent neural network models","14170953546462354138",2019,model
"Simulating the co-emergence of urban spatial structure and commute patterns in an African metropolis: A geospatial agent-based model","84981529791991424",2021,model
"Agglomeration effects as spatially embedded social interactions: identifying urban scaling beyond metropolitan areas","9111188498003617746",2023,empirical
" Urban evolution","4334406262575579387",2005,theory
" MEMOIRES DE TERRES L'URBANISATION DU LEVANT NORD AU IIIE MILLENAIRE PAR LA PETROGRAPHIE CERAMIQUE","3127777094505260403",2019,empirical
"Coupling Bayesian networks with GIS-based cellular automata for modeling land use change","683540663527489394",2006,model
"تحلیلی بر علل نزول جایگاه کلان‌شهر تبریز در نظام شهری ایران و پیش‌بینی جمعیت و جایگاه آن تا افق 1410‎","12186723867492742403",2021,NA
"Multi-scalarité du phénomène feu de forêt en régions méditerranéennes françaises de 1973 à 2006","12022140892887192436",2008,empirical
"Market impacts on land-use change: An agent-based experiment","12504077013532613922",2014,model
" Beyond modeling in environmental and urban planning: Planning support systems and the case study of Lisbon and Porto Metropolitan Areas, Portugal","7500464358889460331",2002,model
"Cellular automata models for the simulation of real-world urban processes: A review and analysis","1237021536113587089",2010,theory
"Intégrer une éthique préventive dans le processus de relèvement post-catastrophe: résilience, adaptation et reconstruction préventive","11301815945524287866",2018,theory
" Sadeq Dezhkam, Bahman Jabbarian Amiri, Ali Asghar Darvishsefat & Yousef Sakieh","158000328910131410",NA,NA
"Ville-campagne, urbain-rural: mots, lieux et liens. Approches croisées France-Afrique subsaharienne","4669870260861702195",2017,theory
" Statistical methods for analysing the spatial dimension of changes in land use and farming systems","13208595054815616612",2005,method
" Modelling informal urban growth under rapid urbanisation: a CA-based land-use simulation model for the city of Dar es Salaam, Tanzania","8374524628735562021",2010,model
" Self-organization and the city","717490362905429557",2017,theory
" Urban sprawl and ecosystems—can nature survive?","6529347811060734119",2008,theory
"Opening the black box of agglomeration economies for measuring cities' competitiveness through international firm networks","3262326366567864497",2010,empirical
"What is emerging? Understanding urbanisation dynamics in BRICS countries through a geographical approach, the case of Russia and South Africa","2772573793965689175",2020,empirical
"Describing human decisions in agent-based models–ODD+ D, an extension of the ODD protocol","7636520600526620823",2013,method
" Analysis of Operational Urban Cellular Automata Models","8298523718672612120",2009,theory
" CRESCIMENTO URBANO, SEGREGAÇÃO ESPACIAL E CONFIGURAÇÃO URBANA","4585405080796388782",NA,theory
"Space matters: Extending sensitivity analysis to initial spatial conditions in geosimulation models","3322999375626868111",2018,method
"SLEUTH İle arazi örtüsü değişimi simülasyon modelinin oluşturulması, İstanbul ili örneği","13304134496757325681",2021,NA
"Enhancing Dengue Fever Modeling Through a Multi-scale Analysis Framework–A Case Study in the Central Valley of Costa Rica","14359580215294490023",2013,model
"Intelligent Gis and retail location dynamics: A multi agent system integrated with ArcGis","5732542917386344643",2004,model
" Urban growth simulation through agent-integrated irregular automata (AIIA)","12493932327014738912",2014,model
" DEVELOPMENT OF HYBRID LAND USE CHANGE MODEL FOR COMPACT CITY ASSESSMENT","17480037524936247371",2016,model
" Land use change: science, policy and management","14573650158439883111",2007,theory
" La loi de Zipf dans la science régionale: entre anciennes controverses et nouvelles perspectives","16501420394885114477",2009,theory
"Towards decision-based global land use models for improved understanding of the Earth system","7054295461428131882",2014,theory
"Simple agents, complex emergent city: Agent-based modeling of intraurban migration","6768790887634806474",2014,model
"Sustaining Glasgow's Urban Networks: the Link Communities of Complex Urban Systems","11256182600432224313",2022,empirical
"Modélisation de la dynamique des systèmes de peuplement: de SimpopLocal à SimpopNet","4314943395653192320",2014,theory
"An agent-based model as a tool of planning at a sub-regional scale","17130467296137712603",2014,model
"Comprendre les changements d'utilisation des terres en France pour mieux estimer leurs impacts sur les émissions de gaz à effet de serre. De l'observation à la …","16071048683195039883",2016,empirical
" Unlocking the potential of the emerging smallholder farming sector in South African agriculture: An agent-based approach","13712822532738162360",2021,model
"Análise Espacial da Forma Urbana em Sistemas de Informação Geográfica","15530917732889994069",2011,empirical
"Coévolution dans les systèmes de villes: croissance et spécialisation des aires urbaines françaises de 1950 à 2000","12249604427928750582",2004,empirical
" Agent-based modelling of social-ecological systems: achievements, challenges, and a way forward","7586589413271623512",2017,theory
"Spatially weighted structural similarity index: A multiscale comparison tool for diverse sources of mobility data","11680287241327495819",2022,method
" The spatial and economic transformation of mountain regions: landscapes as commodities","7664374732343097888",2019,theory
"Multi-agent system modelling for urban systems: The series of simpop models","16104997879998696343",2011,theory
"A Multi-agent model to simulate regional land use change with an application to the Poyang Lake Area of China","8912594838373528844",2012,model
"Assessing the effect of temporal dynamics on urban growth simulation: Towards an asynchronous cellular automata","16295978217316382165",2020,model
"Geographical vector agent-based simulation for agricultural land-use modelling","16056935760262317340",2011,model
" Urban expansion simulation from the perspective of land acquisition-based on bargaining model and ant colony optimization","788066298445320229",2020,model
"Can visibility predict location? Visibility graph of food and drink facilities in the city","9162078916004567071",2013,empirical
"Virtual urban—A scientific tool and platform for urban research","12736986374596401480",2010,tool
"An agent model of urban economics: Digging into emergence","15028777008036163344",2015,model
"Les dimensions des mutations demo-fonctionnelles du systeme urbain wilayal Tebessi: le role des strategies de developpement sur son organisation hierarchique …","18300485351340096174",2015,empirical
"Enhancing Agent-Based Models with Artificial Intelligence for Complex Decision Making","4654149317700654564",2019,model
" Modelling urban development with geographical information systems and cellular automata","1175784191774366152",2008,model
"Geosimulation and its application to urban growth modeling","10414927945025651703",2006,theory
"Quel rôle pour les villes petites et moyennes des régions périphériques?","18332196415694115972",1999,empirical
" Simulation models on human-nature interactions in urban landscapes: a review including spatial economics, system dynamics, cellular automata and agent …","13699575275055907109",2009,theory
" How cellular models of urban systems work (1. Theory)","15885277200908312888",2000,theory
" Agent-based models of geographical systems","7411626142465077755",2011,theory
"Models, conjectures and exploration: An analysis of Schelling's checkerboard model of residential segregation","8698448763137136428",2007,model
"Integrated model for land-use transformation analysis based on multi-layer perception neural network and agent-based model","3973573609356997477",2022,model
" Assessing the effect of spatial proximity on urban growth","9758357858239894918",2018,empirical
"Assessing cellular automata model behaviour using a sensitivity analysis approach","14066973802910549079",2006,method
" Methods and measures for analyzing complex street networks and urban form","13323406755971273198",2017,method
"Modélisation des interactions entre réseaux de transport et territoires: une approche par la co-évolution","14844183458231333312",2018,theory
" Une approche de la complexité en géographie","13314120911902572352",2003,theory
" City system","2918800294080434892",NA,theory
"Exploring behavioral regions in agents' mental maps","3609477448128897734",2016,empirical
" Mutations des systèmes territoriaux. Vers un modèle résidentialo-productif","11140372263216099314",2016,theory
" Etalement urbain et géoprospective: apports et limites des modèles de spatialisation. Application aux modèles SLEUTH, LCM et NEDUM-2D","7790920777921210382",2016,method
" La modélisation en géographie: Villes et territoires","6285899033267754278",2020,theory
"Análisis de Sensibilidad aplicado a modelos de crecimiento urbano basados en autómatas celulares de estructura irregular","3410414927796014535",2019,method
"High-fidelity behaviours for model people on model streetscapes","2388939851271743372",2014,model
" Slumulation: an integrated simulation framework to explore spatio-temporal dynamics of slum formation in Ahmedabad, India","9852149183910143226",2012,model
"Waves of complexity: Theory, models and practice","240222573898184462",2016,theory
"Design Patterns pour les environnements dans les simulations multi-agents","857806052092386742",2016,method
" Réseaux de villes et détermination des pressions urbaines","5055459817108974341",2014,empirical
"Formes et acteurs du changement territorial dans les périphéries du monde: dynamiques urbaines et mutations rurales en Bolivie","7165753334008714493",2011,empirical
"The parallel trajectories and increasing integration of landscape ecology and land system science","12891280712028290278",2019,theory
" El sistema urbano del Caribe colombiano: jerarquía y flujos","7535252784805502774",2023,empirical
" Geographic automata: from paradigm to software and back to paradigm","11768683117307042970",2005,theory
" Développement touristique et organisation des territoires: un bilan des études classiques","18242109514745974161",2002,theory
"Land use change modelling: current practice and research priorities","17135166400595510654",2004,theory
"Understanding multi-agent design as coordination","12212463308078284410",2007,theory
"Simulations of the growth of cities","12177512929687690028",2014,model
" Modelling spatial and temporal urban growth","9024200898211774951",2003,model
"Systems of cities and levels of organisation","15728497572265546580",2010,theory
"Geography and Computer Science: Reasons for a Marriage, a Marriage of Reason?","14948828002438571050",2019,theory
"La ville et la croissance urbaine dans l'espace-temps","11554079149889526173",1999,theory
" Un meta-modèle multi-monde et multi-échelle pour la simulation à base d'agents de systèmes complexes présentant des phénomènes historiques et …","4552142011877672539",2017,model
" A new method to evaluate simulation models: the calibration profile (cp) algorithm","15726759740229850049",2015,method
"A geographically partitioned cellular automata model for the expansion of residential areas","16262085819756846334",2022,model
"Overview of green building material (GBM) policies and guidelines with relevance to indoor air quality management in Taiwan","13825898906161244260",2017,empirical
" 'Don't Fix It if It Ain't Broke': Encounters with Planning for Complex Self-Organizing Cities","11940372194600610369",2018,theory
" Les concepts de système spatial et de dynamique, un essai de formalisation","12297042856177253368",1999,theory
" Vector-based cellular automata: exploring new methods of urban growth simulation with cadastral parcels and graph theory","4838221704502307452",2015,model
"Simulated village locations in Thailand: A multi-scale model including a neural network approach","2118919361072996355",2009,model
"Anaphore nominale et référence mentionnelle: le premier, le second, l'un et l'autre","4294061720101092172",2001,theory
" La morphogenèse de Gatineau-Ottawa, ou, Comment se construit l'identité d'une région?","15851337108191554309",2003,empirical
"Agent-based simulation in geospatial analysis","13070453439714608548",2012,theory
"Agent-based modeling of past societes and their social organization","10593972235743548024",2020,theory
"Methodology for multi-scale land-use change modelling: Concepts and challenges","2900095144666233773",2003,theory
"Network analysis of 'urban systems': potential, challenges, and pitfalls","11562903278768629732",2021,theory
" Les systèmes urbains français: une approche relationnelle","2136560901583676884",2017,empirical
"Agent-based modelling and geographical information systems: a practical primer","18431659783695734802",2018,theory
" Are Cities Complex?","3908863006748156494",2017,theory
"Urban Growth Modeling Using PSO","7061306777487621626",2015,model
" Vulnerability of biodiversity to land use change and climate change in Mexico","11693433268666140614",2016,empirical
" Les zones de montagne comme laboratoire en vue d'identifier les nouvelles inégalités spatiales post-fordistes","668322178030404178",2012,theory
"Inductive pattern-based land use/cover change models: A comparison of four software packages","15815080098423639373",2014,method
