The skill composition of US cities,11483883338495993943,2011,e
Is spatial distribution of China's population excessively unequal? A cross-country comparison,18153544634947114253,2017,e
Computational socioeconomics,8613027062664456114,2019,th
"Zipf's law, the coherence of the urban system and city size distribution: Evidence from Pakistan",1223707529277424126,2019,e
Ley de Zipf y de Gibrat para Colombia y sus regiones: 1835-2005,17338732845595477739,2014,e
 Mutations des systèmes territoriaux. Vers un modèle résidentialo-productif,11140372263216099314,2016,th
The effect of information and communication technologies on urban structure,4666487134252111777,2008,mo
A universal rank-size law,5764514175431747045,2016,mo
Life earnings and rural-urban migration,4690897602465255729,2004,e
"Dynamiques territoriales et mutations économiques: transition, intermédiation, innovation",4689493430239250338,2018,th
"Régions, mondialisation et développement",7392119979238314821,2006,th
Agent-based modelling and geographical information systems: a practical primer,18431659783695734802,2018,th
 Extreme financial risks: From dependence to risk management,1884900485257132949,2006,th
"Zipf's law, 1/f noise, and fractal hierarchy",13840147017126274297,2012,mo
A scale‐free transportation network explains the city‐size distribution,13749026103649026288,2018,mo
ICT and cities revisited,12901670254054571570,2020,th
 A theory of large fluctuations in stock market activity,2733699022964514094,2003,mo
Optimal urban population size: national vs local economic efficiency,14707250730332239911,2014,mo
Micro-foundations of urban agglomeration economies,15036576187576291249,2004,mo
Cross ranking of cities and regions: population versus income,14840165535434424346,2015,e
Polynucleated urban landscapes,3556261894155021786,2001,mo
"Hinterlands, city formation and growth: Evidence from the US westward expansion",12176884431043765827,2023,e
Walled cities in late imperial China,14515948816954399326,2017,e
Spatial dependence and divergence across Chinese cities,12232870238087907776,2010,e
" Urban networks: Connecting markets, people, and ideas",15913141734618762916,2016,th
Geographical transformations of urban sprawl: Exploring the spatial heterogeneity across cities in China 1992–2015,587851649111251391,2020,e
"Evidence on agglomeration economies, diseconomies, and growth",17787073661515649636,2003,e
City structure and interdependence,1490633293795172279,NA,mo
 Algunas pautas de localización de la población española a lo largo del siglo XX,17037315456652304061,2008,e
Modeling fractal structure of city-size distributions using correlation functions,16255455503696660686,2011,mo
Human behavior and lognormal distribution. A kinetic description,15066195286306307563,2019,mo
Optimal threshold for Pareto tail modelling in the presence of outliers,9394815312656091526,2018,me
The pan-European population distribution across consistently defined functional urban areas,14894063463325960760,2015,e
Evolution of urban hierarchies under globalisation in Western and Eastern Europe,9438303809091752678,2020,e
Methods for multilevel analysis and visualisation of geographical networks,12605562452359447371,2013,me
Geografía física y poblamiento en la Costa Caribe colombiana,6275328269496824012,2006,e
The growth of cities,1897164891865457111,2013,mo
"Nursery cities: urban diversity, process innovation, and the life cycle of products",216222924003654874,2001,e
National city-size distributions: what do we know after 67 years of research?,10255811173949501785,1982,th
Detecting the 20 year city-size dynamics in China with a rank clock approach and DMSP/OLS nighttime data,3064387866959943951,2015,e
" Cities as complex systems: Scaling, interaction, networks, dynamics and urban morphologies",14617509989626150140,2009,th
Applied intertemporal optimization,8659069667517203155,2009,mo
"Tracing the evolution of agglomeration economies: Spain, 1860–1991",4085245734700679160,2018,e
"Patterns in US urban growth, 1790–2000",18041057679050433286,2016,e
City size distribution and its spatiotemporal evolution in China,584704470286856679,2016,e
Pacifying Babel's Tower: A scientometric analysis of polycentricity in urban research,2200762374394678839,2016,th
Occupational matching and cities,3464212202085505652,2022,e
Agglomeration: A dynamic approach,13866164407712241647,2014,mo
Deconstructing gravity: trade costs and extensive and intensive margins,10508603855314899174,2010,mo
Urbanization patterns in Iran visualized through spatial auto-correlation analysis,1256185820166925263,2017,e
 Political centralization and urban primacy: evidence from national and provincial capitals in the Americas,16647346753415777212,2008,e
 City Size Distribution Dynamics in Transition Economies. A Cross-Country Investigation,16877430830390589858,2010,e
Size and urban growth of Chinese cities during the era of transformation toward a market economy,7713108597991971556,2019,e
Complexity theory in the study of space and place,14737728637832187300,2006,th
Institutional investors and stock market volatility,4158729363941952093,2006,e
 Real estate economics: A point-to-point handbook,17514808050149230999,2013,th
Safety in numbers? Modelling crowds and designing control for the Notting Hill Carnival,13752861265345464265,2003,mo
Infrastructure ecology: an evolving paradigm for sustainable urban development,5727782626432899409,2017,th
Shrinking cities in growing China: Did high speed rail further aggravate urban shrinkage?,1560809933572699308,2019,e
 Mapping and evaluating the urbanization process in northeast China using DMSP/OLS nighttime light data,15142177580507123944,2014,e
 Discovering artificial economics: How agents learn and economies evolve,9778791040663575240,2019,mo
Theory of the distribution of city sizes: Review and prospects,5615043085947059609,1973,th
A complex network approach to urban growth,7469381680014020146,2006,mo
" Wealth heterogeneity, income shocks, and international migration: theory and evidence from Indonesia",13091089019345998813,2013,e
Zipf zipped,3075585087408353526,2005,th
Innovation by entrants and incumbents,16305910841710489979,2015,mo
The rank-size scaling law and entropy-maximizing principle,12551255038887213244,2012,mo
Future developments in geographical agent‐based models: Challenges and opportunities,6240521998948845076,2021,th
Humans on Earth: Global extents of anthropogenic land cover from remote sensing,2770993572478888894,2016,d
Half a billion simulations: Evolutionary algorithms and distributed computing for calibrating the SimpopLocal geographical model,5750425554346314152,2015,me
Statistical models for company growth,1019390779358040978,2003,mo
Beyond corroboration: Strengthening model validation by looking for unexpected patterns,1699663051565167789,2015,me
From cities to productivity and growth in developing countries,17011783707591420777,2008,e
State-led land requisition and transformation of rural villages in transitional China,933957853574530009,2011,e
"Urban scaling and its deviations: Revealing the structure of wealth, innovation and crime across cities",4708542181072186513,2010,e
Innovation cycles and urban dynamics,2986039530901417622,2009,mo
City size distributions and metropolisation,1286184359615703336,1997,mo
Emerging markets and heavy tails,17499238957046987096,2013,e
Learning by working in big cities,17003062288661672883,2017,e
"Power-law distributions based on exponential distributions: latent scaling, spurious Zipf's law, and fractal rabbits",8253220377951385789,2015,me
The virtues and vices of equilibrium and the future of financial economics,15171965500312007838,2009,th
 Growing models from the bottom up. An evaluation-based incremental modelling method (EBIMM) applied to the simulation of systems of cities,15445287396704063108,2015,me
City size distributions and spatial economic change,18334798810827809142,1982,e
Geographical information science: agent-based models,11902580184122976699,2008,th
Анализ территориального распределения населения в субъектах Приволжского федерального округа с применением законов Ципфа и Гибрата,4709026650729581158,2017,NA
" La mesure de l'urbanisation aux Etats-Unis, des premiers comptoirs coloniaux aux Metropolitan Areas (1790-2000)",4795716712207596441,2008,e
"Urban multifunctional land use: Theoretical and empirical insights on economies of scale, scope and diversity",16157296139937916918,2004,e
City size distributions in China 1949 to 2010 and the impacts of government policies,11492744977134757517,2013,e
Origins of power-law degree distribution in the heterogeneity of human activity in social networks,1060714563663061456,2013,mo
" Spatial inequality and economic development: Theories, facts, and policies",5586439290294965060,2008,mo
Economic geography within and between European nations: The role of market potential and density across space and time,15997125746848201468,2009,e
 Towards a sustainable urban expansion: A case study of cities in Bangladesh,13490789317056362747,2021,e
 On Zipf's law: Testing over China's and India's city-size distribution,3717584926530055984,NA,e
 Envisaging the intrinsic departure from zipf's law as an indicator of economic concentration along urban–rural gradients,140992840033909400,2024,me
Marshall's economies,17936909876024978370,1999,mo
An extrapolative model of house price dynamics,5652318528734589595,2017,mo
Coévolution dans les systèmes de villes: croissance et spécialisation des aires urbaines françaises de 1950 à 2000,12249604427928750582,2004,e
New economy and national city size distribution,11221295890008955869,2022,e
Power laws in economics and finance,5251149717741192697,2009,th
A hierarchical allometric scaling analysis of Chinese cities: 1991–2014,15431055719298241448,2017,e
 The size distributions of all Indian cities,5538626276484080188,2017,e
Productivity and the density of local clusters,8976402187835505481,2003,e
Urban growth and subcenter formation: A trolley ride from the Staples Center to Disneyland and the Rose Bowl,16655188655941446750,2008,e
Towards a comprehensive framework for modeling urban spatial dynamics,10213909463460241850,2009,mo
Projecting future populations of urban agglomerations around the world and through the 21st century,462401094358381389,2021,mo
A theory of urban growth,13628249532326224980,1999,mo
Moving down the urban hierarchy: Turning point of China's internal migration caused by age structure and hukou system,9187230883818516398,2022,e
 On city size distribution: Evidence from OECD functional urban areas,13988657877860745978,2013,e
" Agglomeration, economic geography and regional growth",5420079969981611033,2005,mo
Critical mass and willingness to pay for social networks,10928304193041368003,2010,mo
Measuring urban polycentrism: a European case study and its implications,2787231643468364991,2007,e
A note on the size distribution of cities over time,17491777755686513491,1985,th
"Agent-based model of land system: Theory, application and modelling framework",179061264920158554,2020,th
 中国城市体系规模分布扁平化: 多维区域验证与经济解释,3084000477859207956,2017,NA
Urbanization and structural transformation,9250560424756795982,2012,mo
On the growth dynamics of cities and regions-seven lessons. A Canadian perspective with thoughts on regional Australia,3287363953373189733,2013,e
" Distorted gravity: heterogeneous firms, market structure, and the geography of international trade",6895863924766622017,2008,mo
 Models of city size in an urban system,15120999782631086304,1970,mo
"Complexity, the science of cities and long-range futures",17996401707614281999,2013,th
What explains China's rising urbanisation in the reform era?,6240116651110608769,2002,th
Spatio-temporal change of urban–rural equalized development patterns in China and its driving factors,14276792251703637188,2013,e
 Urban growth and innovation: Spatially bounded externalities in the Netherlands,8207483442472519135,2017,e
" Greenfields, brownfields and housing development",17551189781664921511,2008,e
Scaling laws of human interaction activity,9145095615907188966,2009,e
Explaining the size distribution of cities: Extreme economies,10608629777412021488,2015,mo
" Cities, Institutions, and Growth: The Emergence of Zipf's Law",17901111209560196152,2009,mo
" Urbanization, hukou system and government land ownership: Effects on rural migrant workers and on rural and urban hukou residents",11432480648153223935,NA,e
The long tail of destination image and online marketing,3237810490709486207,2011,e
" Spaces of consumption: Leisure and shopping in the English town, c. 1680–1830",9638033096356795417,2013,e
Sequential city growth: Empirical evidence,7060724873768415741,2011,e
Changes to urban form and commuting patterns: trends in two Danish city regions,12408211540172627148,2015,e
Les nouvelles dynamiques régionales de l'économie québécoise: cinq tendances,6904007636531522267,2009,e
Re-examination of Zipf's law and urban dynamic in China: A regional approach,8167032123980476718,2012,e
11. Spatial dynamics of complex urban systems within an evolutionary theory frame,3314134778810006092,2021,th
Urban scaling laws,18202392075701651533,2019,th
City size distribution in China: are large cities dominant?,12127977384452302547,2009,e
The integration of agent-based modelling and geographical information for geospatial simulation,9836296531925215711,2011,th
Examining the growth patterns of Brazilian cities,16640721448457067133,2015,e
A GIS-based irregular cellular automata model of land-use change,1024549880156202307,2007,mo
 IO in IO: Competition and volatility in input-output networks,1496927249830971244,2017,mo
Characteristics of population distributions in municipalities,11310049840786517689,2007,e
The Spanish spatial city size distribution,4150492064930915279,2021,e
 长江三角洲地区城市规模分布的时空演变特征,11537652500150948593,2009,NA
Political economy of city sizes and formation,7997299868297779200,2000,th
OLS ESTIMATION AND THE t TEST REVISITED IN RANK‐SIZE RULE REGRESSION*,11367783726876615904,2008,me
A Spatial and Temporal Autocorrelated Growth Model for City Rank—Size Distribution,10185754474748938059,2010,mo
基于夜光遥感影像的 “一带一路” 沿线国家城市发展时空格局分析.,16271187461439637706,2017,NA
The return of Zipf: Towards a further understanding of the rank‐size distribution,5245700134122259800,1999,me
Zipf and the MAUP: empirical evidence of non-parametric estimates from a mediterranean country,2039290059290606559,2025,e
The old and the new: qualifying city systems in the world with classical models and new data,2390496923395349921,2017,d
Reactive Transport Modeling,12712450851829655685,NA,th
Common power laws for cities and spatial fractal structures,14990733957533919200,2020,e
The detection of natural cities in the Netherlands—Nocturnal satellite imagery and Zipf's law,5433705929732626446,2018,e
Suburban studies: State of the field and unsolved knots,16071650215431124582,2019,th
The rise and fall of spatial inequalities in France: A long-run perspective,13479923679319660653,2011,e
Does urbanization always lead to rural hollowing? Assessing the spatio-temporal variations in this relationship at the county level in China 2000–2015,10350160632485390433,2019,e
A nonparametric estimation of the local Zipf exponent for all US cities,5740284772281358861,2012,e
Going to great lengths in the pursuit of luxury: How longer brand names can enhance the luxury perception of a brand,1915732293060796927,2019,e
 The similar size of slums,614457050926108644,2018,e
Power laws,18233526285125918812,2008,th
Scaling laws and indications of self-organized criticality in urban systems,13089911973770832429,2008,e
 Spatio-temporal approaches: Geographic objects and change process,2195616468297900066,2014,th
"Innovations, growth and participation in advanced economies-a review of major concepts and findings",5411102256963480048,2017,th
Hierarchy in cities and city systems,6670978854631021902,2006,th
 Econophysics of income and wealth distributions,2091640668410789368,2013,th
The growth equation of cities,18266549236484672943,2020,mo
 Geosimulation: Automata-based modeling of urban phenomena,1244859279975364799,2004,th
Calibration of a density-based model of urban morphogenesis,13327112979320550133,2018,mo
Urbanization and city growth: The role of institutions,1855856753528595012,2007,th
Crescimento urbano e ambiente: um estudo exploratório sobre as transformações eo futuro da cidade,10176382727123177268,2005,mo
A worldwide model for boundaries of urban settlements,12885746425035398245,2018,mo
Multi-agent systems for urban planning,7793160565533369217,2014,th
"Regions, globalization, development",11360497168165351598,2003,th
"Variability in regularity: Mining temporal mobility patterns in London, Singapore and Beijing using smart-card data",13990654679551566916,2016,e
The geography of development within countries,15602864659678821573,2015,e
" Nuevos enfoques teóricos, evolución de las políticas regionales e impacto territorial de la globalización.",14905885619377795083,2013,e
The Pre-industrial Urban System: France 1740-1840,489526112102626948,1994,e
Trends and new elements in urban hierarchy research: the Greek paradigm,6440990171416193933,2024,th
Les modèles agent en géographie urbaine,1254709949358476025,2006,th
Reinvestigating China's urbanization through the lens of allometric scaling,16060065396116601420,2019,e
How a hit is born: The emergence of popularity from the dynamics of collective choice,13739333148460139800,2006,mo
" Cities, agglomeration, and spatial equilibrium",7506958073436476027,2008,mo
Night on Earth: Mapping decadal changes of anthropogenic night light in Asia,8496073711774277333,2013,e
Pareto distribution of income in neoclassical growth models,12136323181127998427,2016,mo
 The new introduction to geographical economics,8467352963642544120,2009,th
Relationship between urban size and configuration: Scaling evidence from a hierarchical system in Mexico,13513355068873185859,2021,e
Statistical features of complex systems–toward establishing sociological physics–,1630409033605188097,2011,th
Estimating a polycentric urban structure. Case study: Urban changes in the Stockholm region 1991–2004,16616320334074149343,2009,e
Why has CEO pay increased so much?,17001260708352831451,2008,e
The making of knowledge cities: lessons learned from Melbourne,8091756315466930404,2005,e
 中国城市规模偏差研究,11797213769459969009,NA,NA
A generalized Gibrat's law,2754167993122868933,2008,mo
Are cities dying?,14430898180673114213,1998,e
"Natural amenities, increasing returns and urban development",5053777675853894889,2011,e
Cities as spatial clusters,17318620303218493803,2014,e
Detecting urban markets with satellite imagery: an application to India,3999845166247717001,2018,e
Opening the black box of agglomeration economies for measuring cities' competitiveness through international firm networks,3262326366567864497,2010,e
Contesting Mexico City's alleged polycentric condition through a centrality-mixed land-use composite index,12204315590909038614,2016,e
Uneven growth of urban clusters in megaregions and its policy implications for new urbanization in China,6654779092416735713,2017,e
Modélisation de la dynamique des systèmes de peuplement: de SimpopLocal à SimpopNet,4314943395653192320,2014,th
Learning by working in big cities,1418513532804832526,2012,e
 Delineating urban functional use from points of interest data with neural network embedding: A case study in Greater London,15537167901618852866,2021,e
 The duelling models: NEG vs amenity migration in explaining US engines of growth,11901749061071824350,2010,e
" Cities, markets, and growth: the emergence of Zipf's law",4915232149714893472,2011,mo
"One country, two “urban” systems: focusing on bimodality in China's city-size distribution",13554787520191651186,2017,e
Complexity theories of cities have come of age: an overview with implications to urban planning and design,17863186171201191667,2012,th
How migration restrictions limit agglomeration and productivity in China,12054349852626455592,2006,e
"Market potential, increasing returns and geographic concentration",188582018515397522,2005,e
Empirical tests of Zipf's law mechanism in open source Linux distribution,4376547793009986245,2008,e
Gibrat's law for (all) cities: Reply,7211294732218979928,2009,th
"Human capital and the rise of American cities, 1900–1990",6140593314209611880,2002,e
Is a transdisciplinary perspective on economic complexity possible?,8038071002549819372,2010,th
 A modular modelling framework for hypotheses testing in the simulation of urbanisation,15591873270705667361,2015,me
Pitfalls in systemic-risk scoring,18344419380252317617,2019,th
Regional growth and regional decline,6532299923368263689,2014,e
Global mapping and estimation of ecosystem services values and gross domestic product: A spatially explicit integration of national 'green GDP'accounting,13884496948886572799,2014,e
Modeling and simulating residential mobility in a shrinking city using an agent-based approach,12173279366204960632,2010,mo
Multilevel comparison of large urban systems,1819570045680387305,2015,mo
 Small town China: Rural labour and social inclusion,14261387281733842543,2011,e
 Debating the role of econophysics,626012505106686901,2008,th
A review of power laws in real life phenomena,13435424624405111111,2012,th
Demography and the emergence of universal patterns in urban systems,16475202601851914756,2020,e
"Diversity and specialisation in cities: why, where and when does it matter?",13350980300536823133,2000,th
"An analysis of the urban system in Daqahlia Governorate, Egypt (1947-2017)",17002799186153032116,2023,e
Aspects of the rural-urban transformation of countries,13725229286102293800,2005,e
"A new approach to business fluctuations: heterogeneous interacting agents, scaling laws and financial fragility",16143263945704723354,2005,mo
"Simulating urban networks through multiscalar space-time dynamics: Europe and the United States, 17th-20th centuries",5117809650286943908,2010,mo
Unveiling co-evolutionary patterns in systems of cities: a systematic exploration of the simpopnet model,15978898889390862510,2020,me
Cross-sectional evolution of the US city size distribution,17390019398877957641,2001,e
Gibrat's law for countries,3382048254625583788,2010,e
Scaling laws and urban systems1,13461909668361465012,2024,th
A model of sequential city growth,13080455862543887116,2009,mo
 Optimal taxation of wealthy individuals,14974339352863938423,2014,mo
"The settlement of the United States, 1800–2000: The long transition towards Gibrat's law",1715302143661504094,2017,e
The dynamic geometry of geographical vector agents,7561521258432158030,2007,mo
Increasing returns in transportation and the formation of hubs,17766442819498723418,2012,e
Size distribution of cities: A kinetic explanation,2769384297731971773,2019,mo
The size of cities: A synthesis of multi-disciplinary perspectives on the global megalopolis,4304447124919678284,2017,th
Determinants of housing prices in Spanish cities,1599182303713883205,2003,e
Languages cool as they expand: Allometric scaling and the decreasing need for new words,7656967824628448464,2012,e
Building a science of cities,11264190143065290682,2012,th
The size distribution of Chinese cities,15961192556913724984,2005,e
"Distribution of city size: Gibrat, pareto, zipf",2366488966078742368,2019,me
The Courbe des Populations. A Parallel to Pareto's Law,3118618589729839948,NA,mo
Settlement systems in the evolution,4724119464052133596,2000,th
"City size distribution, city growth and urbanisation in China",13770446209642013848,2015,e
"Spatial disparities in developing countries: cities, regions, and international trade",6084068454888802706,2005,e
The socio-spatial dynamics of systems of cities and innovation processes: a multi-level model,484546251878757817,2008,mo
 Handbook of regional and urban economics,7886648123844279794,2015,th
"Zipf's law arises naturally when there are underlying, unobserved variables",3867703566485460045,2016,mo
From networks of cities to systems of cities,1622706346525894218,2021,th
 Extending the concept of city for delineating large urban regions (LUR) for the cities of the world,5632323088965239636,2020,me
The economic geography of the internet age,11853704338183002666,2017,th
An evolutionary theory of urban systems,5378070978405246187,2018,th
Urbanization and the Geography of Development,1574318723175753399,2014,th
The statistical physics of cities,17890615519609951518,2019,th
Quantifying urban areas with multi-source data based on percolation theory,15422402422985657383,2020,mo
"Comparative advantage, the rank-size rule, and Zipf's law",1009338387480901490,2006,mo
" A long-term, regional-level analysis of Zipf's and Gibrat's laws in the United States",278627105278818526,2024,e
Persistence and stability in city growth,14334807171473132051,2003,e
Закон Ципфа в городах России: анализ новых показателей,3865136855974108786,2020,NA
Entropy-based pandemics forecasting,12801459409668491572,2020,mo
 Zipf's law: Main issues in empirical work,17198860373898058853,2012,me
The statistics of urban scaling and their connection to Zipf's law,14947291760362565722,2012,e
Recent developments in the Greek system of urban centres,17203598025235692817,2000,e
" Zipf, Gibrat and geography: evidence from China, India and Brazil",17903585178853614298,2014,e
Bottom-up markup fluctuations,3781333194045494179,2025,mo
Why archaeology is necessary for a theory of urbanization,11530366680023449655,2020,th
Urbanisasi dan pertumbuhan kota-kota di Indonesia: Suatu perbandingan antar-wilayah makro Indonesia,14619380437991101796,2019,NA
Spatial and temporal evolution characteristics of China's city size distribution,6080788877376152481,2018,e
Spatial analysis of the urban-to-rural migration determinants in the Viennese metropolitan area. A transition from suburbia to postsuburbia?,4178081486340409168,2009,e
"Economie géographique, problèmes anciens et nouvelles perspectives",12199733044010784778,1997,th
 Geographical Modeling: Cities and Territories,4162807835119375453,2020,th
 Building cycles: growth and instability,14629817046313862681,2009,mo
Scale-freeness and biological networks,18335633872303325249,2005,th
Centrality and creativity: Does Richard Florida's creative class offer new insights into urban hierarchy?,11351307832129976153,2009,th
国外城市规模分布研究进展及理论前瞻——基于齐普夫定律的分析,9241676521157088516,2012,NA
" The UK regional-national economic problem: Geography, globalisation and governance",1198801737994018905,2016,th
A surface network based method for studying urban hierarchies by night time light remote sensing data,13740836299914101488,2019,me
Communication externalities in cities,15650795511312488648,2004,mo
 Learning processes inherent in building national consensus: selected South African perspectives.,3557546556656527554,2005,e
 Complex evolutionary dynamics in urban-regional and ecologic-economic systems: From catastrophe to chaos and beyond,13144758774129143509,2011,th
The evolution of Zipf's law indicative of city development,4616219622044649905,2016,th
 The connected city: How networks are shaping the modern metropolis,4157289472744504549,2012,th
Agglomeration theory with heterogeneous agents,16235618343405936530,2015,mo
Entrepreneurial human capital and firm dynamics,10584137590193525165,2022,mo
Zipf's law for all the natural cities around the world,5602077195381491569,2015,e
Rebalancing the spatial economy: the challenge for regional theory,17472727430305471551,2015,th
Post-metropolitan territories,14512811143549881717,2017,th
Complex asset markets,1108601781636216439,2023,th
City size distribution and space,16879549042694315238,2017,th
Marshall's scale economies,9149390381318862741,2003,mo
Urbanization in developing countries,16697853779345439593,2002,e
Relative improvements in road mobility as compared to improvements in road accessibility and urban growth: A panel data analysis,4063669410324930459,2018,e
Central place theory and city size distribution,995979290173510670,2012,e
Urban growth in the 1990s: Is city living back?,884614533521607295,2003,e
Agglomeration spillovers and wage and housing cost gradients across the urban hierarchy,13181547721314528942,2009,e
Evidence for the homothetic scaling of urban forms,90116275471323682,2020,e
City size distribution as a function of socioeconomic conditions: an eclectic approach to downscaling global population,6163671531333157953,2013,e
Pareto or log‐normal? Best fit and truncation in the distribution of all cities,16286672843313513859,2015,me
Las disparidades económicas intrarregionales en Andalucía,3361560842906017410,2004,e
City Size Distributions,16839147792778067376,2025,th
 Further analysis of the Zipf's law: Does the rank-size rule really exist?,8338088302395587949,2012,e
 Reconsidering Zipf's law for regional development: The case of settlements and cities in Croatia,3536864731689875955,2018,e
Modeling the co-evolution of cities and networks,12251819305941399669,2021,mo
 城市体系位序-规模特征的空间计量分析——以中部地区地级以上城市为例,14515621037222429941,NA,NA
" City systems, urban history, and economic modernity",9188486691570684182,1999,th
中国城市体系演化的实证研究,12242409082374669828,2007,NA
 Regional economics,6283330863987445793,2015,th
Using agentization for exploring firm and labor dynamics: a methodological tool for theory exploration and validation,16479801687909477803,2011,me
Urban science: Integrated theory from the first cities to sustainable metropolises,3482070207463133474,2020,th
The last planner system of production control,2909265629913547220,2000,th
 Video games and urban simulation: new tools or new tricks?,15363435225343605206,2012,th
Defining urban and rural regions by multifractal spectrums of urbanization,9652702252556993990,2016,e
 Urban system in Serbia—The factor in the planning of balanced regional development,13466773599424498173,2019,e
"Keep the dirt: Tainted treekem, adaptively and actively secure continuous group key agreement",16293093906667329990,2021,th
 The future of the fringe: The crisis in peri-urban planning,7615614718548379305,2018,th
Spatial structure of city population growth,6518069919399239032,2022,e
Power law scaling in world income distribution,2171668145798510640,2003,e
Une théorie géographique pour la loi de Zipf,1113870284652086309,2012,th
Spatial evolution of the US urban system,17068827276534622271,2004,e
 Revisiting the “city life cycle”: global urbanization and implications for regional development,16842510173342699913,2020,mo
"Chinese ethnic settlements in Britain: spatial meanings of an orderly distribution, 1981–2001",3170320581145454896,2009,e
"Bones, bombs, and break points: the geography of economic activity",6807358720485517325,2002,e
Scaling and universality in city space syntax: Between Zipf and Matthew,11863422202625483842,2008,th
Zipf's law strikes again: the case of tourism,6736677247722931528,2004,e
Recursive subdivision of urban space and Zipf's law,1139616813246157184,2014,e
Postsuburban spatial evolution of Vienna's urban fringe: evidence from point process modeling,5295992071454232650,2010,e
Croissance et hiérarchie urbaines dans les pays émergents,5250385838140504917,2009,e
Evolution of urban spatial clusters in China: A graph-based method using nighttime light data,7334412560407679581,2022,e
"Rural‐urban interdependence: a framework integrating regional, urban, and environmental economic insights",9750553436735272211,2017,e
Rural–urban migration and urbanization in China: Evidence from time-series and cross-section analyses,15431884821471146580,2003,e
" The size distribution, scaling properties and spatial organization of urban clusters: a global and regional percolation perspective",17340109782295601584,2016,mo
Statistical criticality arises in most informative representations,11589279577334846265,2019,mo
Effects of knowledge capital on total factor productivity in China: A spatial econometric perspective,12532327936939227201,2014,e
" Industrial agglomeration, public services and city size: Evidence from 286 cities in China",14377567644848043286,2023,e
The size distribution of cities: An examination of the Pareto law and primacy,3495937350546670662,NA,e
Scale economies and the geographic concentration of industry,10121673713224433661,2001,e
"Household registration reform, labor mobility and optimization of the urban hierarchy",3116206536748413346,2015,mo
 Grand transitions: How the modern world was made,4909340225288024601,2021,th
" Productivity dispersion, between-firm competition, and the labor share",15990564677462310984,2018,e
Partial differential equation models in macroeconomics,16276408119400361661,2014,th
Evolution des hiérarchies urbaines et loi de Zipf: le cas des Balkans,2692125174055789445,2007,e
The best and the rest: Revisiting the norm of normality of individual performance,7543267064719946714,2012,e
" Estimating agglomeration economies with history, geology, and worker effects",8222403049196247991,2010,e
Urban agglomeration: Knowledge spillovers and product diversity,2464649741474906203,2002,e
An analytical process of the spatio-temporal evolution of urban systems based on allometric and fractal ideas,7872429105606633777,2009,mo
A scaling approach to evaluating the distance exponent of the urban gravity model,1970630467632344459,2018,mo
Aggregate metropolitan employment growth and the deconcentration of metropolitan employment,6178404384185973182,2001,e
Geography and development,5450137202509298111,2001,th
Rank clocks,10994826835127194847,2006,th
 我国城市规模分布 Pareto 指数测算及影响因素分析,9490502810004046179,NA,NA
Agglomeration and innovation,16822146989966287400,2014,th
Multisensor characterization of urban morphology and network structure,14730672274779989563,2019,me
La croissance urbaine marocaine: convergence vs concentration,16437103338726254990,2016,e
Optimal city hierarchy: A dynamic programming approach to central place theory,8946951151488063638,2014,mo
" The making of Urban Europe, 1000–1994: With a new preface and a new chapter",4108974783590834404,1995,e
Heuristically optimized trade-offs: A new paradigm for power laws in the internet,10579891409014327721,2002,mo
"Urban growth rates, trajectories, and multi-dimensional disparities in China",7707788024169644378,2022,e
 Long-term dynamics of European towns and cities: towards a spatial model of urban growth,8062352965310603796,2000,mo
Association between population distribution and urban GDP scaling,14884610369787399619,2021,e
Endogenous firm dynamics and labor flows via heterogeneous agents,5948463745312562625,2018,mo
 县域聚落分布格局演变分析——基于 1929-2013 年河南巩义的实证研究,17319866431855996823,NA,NA
"Agents, cells, and cities: new representational models for simulating multiscale urban dynamics",12423922208751770165,2005,mo
Functional polycentricity: A formal definition in terms of social network analysis,17446699658783333552,2007,th
 Consommation d'énergie et mobilité quotidienne selon la configuration des densités dans 34 villes européennes.,735173153081046844,2011,e
Формирование методологии стратегирования пространственного развития городов России,17702289413434569036,2020,NA
Cross-scale dynamics of a regional urban system through time,9548118768264495626,2012,e
"The first industrial region: north-west England, c. 1700–60",15053235417691200915,2013,e
The dynamics of city formation,17213201302890580682,2009,mo
Criticality of mostly informative samples: a Bayesian model selection approach,6118944988858495489,2015,mo
Zipf's Law and urban growth in Malaysia,6793342998759429423,2007,e
Operator methods for continuous-time Markov processes,3872622109075171422,2010,me
Rank− 1/2: a simple way to improve the OLS estimation of tail exponents,3638084001385951669,2011,me
"History, institutions, and cities: A view from the Americas",3635433081359130371,2012,th
Spatial and dynamic aspects of the rank-size rule method. Case of an urban settlement in Poland,3361943596904405124,2017,e
How do Chinese cities grow? A distribution dynamics approach,6151507472003069032,2017,e
The emergence of market structure,6683229861897360728,2023,mo
 Worker sorting and agglomeration economies,15364743001250442534,2013,mo
 Analysis of city size distribution in Ethiopia: Empirical evidence from 1984 to 2012,10655475247777907161,2019,e
 Foundations and applications of complexity economics,5335968610504525933,2021,th
Enjeux économiques de l'organisation du territoire/Economic Issues in Regional and Urban Organisation,11587796862045610349,1996,th
"Labor migration, human capital agglomeration and regional development in China",4350967158045781601,2012,e
Are global cities homogenizing? An assessment of urban form and heat island implications,18022006589354904039,2022,e
Heterogeneity in the determinants of population growth at the local level: Analysis of the Spanish case with a GWR approach,6219606415346082398,2017,e
